,int_pol,mil_kli,kul_rel,sta_tek,kon_kon,fam_id,other,igno,par_txt,article_id,gender
713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"""det er på jobbet, vi har venner, finder kærester, flirter, samarbejder, får bekræftelse og er betydningsfulde. hjemme er vi kun nogle ganske få deltagere i et begrænset liv med ubegrænsede og lidet realistiske forventninger om at høste evig lykke i et forarmet nærmiljø. her er vor indsats anonym og lidet statusgivende, på linje med en dårligt betalt kvindearbejdsplads.""",25926.0,female
714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,e-mail *,12791.0,female
715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,leave this field blank ,10565.0,all male
716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"at man foretager sig den slags, tyder på utilregnelighed i gerningsøjeblikket. det uanset at gerningen begås rationelt, om det så er menigmand, præsident eller pilot. man er sgu da ikke normal, hvis man skyder og dræber folk, man oven i købet ikke kender.",1926.0,male
717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"»drenge, gør jer selv og alle os andre, som ikke er gode nok, en kæmpetjeneste og stem på landets absolut mest mangfoldige, humane og bredtfavnende parti, nemlig enhedslisten,« messer jeg. johanne schmidt-nielsen og pernille skipper er velsete på hotel tremmely. ikke kun for deres kønne ansigt, men mere fordi de brænder indædt for at hjælpe den lille mand i samfundet.",1636.0,male
718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,informationsarbejdet har fejlet,7270.0,male
719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"et af argumenterne for, at man ikke kan bruge økonomi til noget, er, at økonomer ikke kunne forudse finanskrisen. dels er det ikke helt korrekt  der var faktisk økonomer, som forudså den. dels kan man ikke udlede af økonomernes manglende formåen på ét felt, at økonomi ikke kan bruges til noget som helst.",7852.0,male
720,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"derfor er vi nogle, der foretrækker fn (det virkelige verdenssamfund, inklusive rusland, kina, indien, syd-afrika og mange andre), og lægger afgørende vægt på mandatet fra fn. det kan kun kaldes utopisk, hvis man vil lade sig lamme af usa's sabotage af fn (en sabotage, der illustrerer usa's stræben efter hegemoni). men så må man holde op med at tænke i nato-protektoratsbaner og koncentrere sig om, som jeg skrev i mit første svar til jm, at ""kontrollere, at kosovo gøres til en afmilitariseret zone, og at forhindre, at demokratiske og nationale rettigheder krænkes"". for at lette forståelsen, skal jeg forklare, at 'afmilitariseret zone' betyder, at der hverken må findes serbiske eller uck-styrker i kosovo, men kun væbnede overvågningsstyrker på mandat fra fn's sikkerhedsråd.",26035.0,male
721,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"euroen har fra starten været en fejlkonstruktion, og i den senere tid har den været ude i så alvorlige problemer, at den ikke kan overleve i sin nuværende form. det er sund fornuft ikke at gå om bord i en båd, som fra starten er fejlkonstrueret, og som nu oven i købet tager vand ind i sådan en grad, at den er på vej til at gå til bunds.",11627.0,male
722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"	så marino og boldrini tog benene på nakken, ceremonien blev aflyst. på fori imperiali cirkulerer der foreløbig stadig busser og taxaer (sisyfos skulle have været trafikplanlægger i den evige stad). men på plakater reklamerer borgmesteren for sit projekt: »a mari«, har en borger repliceret med rød tusch og på romersk dialekt, »du kan selv gå en tur, vi har ikke råd til sko«.",5454.0,male
723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,hvis interesser?,24068.0,female
724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"europæere som søger dialog med muslimer i dag, gør klogt i at holde sig denne historie for øje og ikke sætte lighedstegn mellem europas kristne arv og oplysningens værdier. det kristne aftenland har på samme måde som det muslimske morgenland udviklet en modsigelsesfuld kultur, der både omfatter dogmatiske, bogstavtro læsninger af trosoverleveringerne og frit fortolkende, kunstnerisk bearbejdelse af den religiøse arv. at overlade til de kræfter, som avler kulturel analfabetisme, arrogant uvidenhed og vold og barbari, at tale i islams navn er set i lyset af denne kompleksitet en tåbelig kapitulation. muslimsk analfabetisme og kristen arrogance parret med kulturel amnesi fremkalder et karikeret billede af islamisk kultur, som reduceres til tørklæder og blodige jihadsværd.",17700.0,male
725,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"nu skal dette ikke være et angreb på georg metz. klummen er en genre af hvilken man som læser forventer nogle slag i bolledejen. men det er åbenbart at metz vil noget mere end bare slå i bolledej; at han også gerne vil aflevere et politisk, eller om man vil kulturpolitisk, budskab.",22082.0,male
726,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"i denne spændte situation er arafats tvetungethed en nødvendig, men sårbar strategi, der gør det meget vanskeligt for arafat at 'have situationen under kontrol', som wivel mener han har.",28036.0,male
727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"et væsentligt  men overset  problem synes at være, at børnenes reaktioner ofte hænger sammen med det voldsomme krydspres, de udsættes for i skolen. et pres med modsatrettede forventninger og krav fra voksne, som er meget svære at efterleve, lige meget hvad børnene gør.",2669.0,female
728,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"nu må man håbe, den ikke gentager sig totalt i usa. når obama nok engang opfordrer til aktivitet mod volden over for naturen.",6595.0,male
729,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,mord forbudt,17635.0,male
730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,anne wolden-ræthinge,15633.0,mixed
731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"tiltalt af en kvinde, der bærer tørklæde. man er blevet trådt på. ydmygelsen er ikke til at bære, krænkelsen er ubeskrivelig. livet er med ét blevet underligt tomt, og man er ligesom ikke det samme menneske længere.",25721.0,male
732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"	selvom bukdahl løber fra sit ansvar som kritiker, har han en fin pointe i slutningen af anmeldelsen, når han skriver: »og undskyld, smådigtere, at i bliver offentligt hængt ud, når ingen andre end jer selv og jeres familie ville have savnet en anmeldelse, det er ikke min skyld, det er redaktørens og en solid lille smule jeres egen.«",5669.0,male
733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,julie top-nørgaard er pædagogstuderende og skribent,2711.0,female
734,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"hovedproblemet er, at dette kalorielette formdiktatur i sin iver efter at skabe nærhed skaber en betænkelig ny journalistrolle. journalisten skal være øjenvidne (eller lade som om), reporter, analytiker og kommentator på samme tid.",8175.0,male
735,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"	det var dog de britiske kommentatorer, der inden kampen havde sat en skræk i livet på de engelske fans ved at skrive om »det polske spøgelse, der har hjemsøgt england i fire årtier«, efter at polen i 1973 forhindrede england i at kvalificere sig til det efterfølgende vm.",5078.0,female
736,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"konferencen er blevet lagt i hænderne på libyen, der sammen med andre demokratiske mønsterbrydere som pakistan, saudi-arabien, algeriet, cuba og stærkt sekunderet af den islamiske konferenceorganisation (oic) vil gøre deres for at kriminalisere bestemte ytringer vendt mod især religion.",14862.0,male
737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"denne overlevelsesprædiken, som på sigt jo er dømt til at fejle, sættes i spil på forsigtighedens præmisser »for en sikkerheds skyld«, da »intet er risikofrit«. idealtilværelsen bliver det risikofrie liv, og vejen til denne uopnåelige tilstand går gennem massiv selvkontrol.",9250.0,female
738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,fortrænge kunstgødning,15695.0,male
739,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"og det skete på en stribe af sand, som deres egen regering, med fn som mellemmand, havde lokket dem til med løfte om sikkerhed. og disse overtrædelser af enhver af krigens regler skete ikke som fejl i kampens hede. der var ikke tale om et par rådne æbler. det var helt systematiske overgreb som del af en tilsyneladende veltilrettelagt militær strategi om at afslutte den 26 år lange borgerkrig en gang for alle og derfor ikke bare at dræbe de kampføre mænd, men også de kvinder, der kunne huse dem, og de børn, der potentielt kunne følge i deres fodspor.",9880.0,female
740,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"siden har venstre-regeringen forberedt at iværksætte den såkaldte sessionslogning, der vil gøre det muligt foretage en komplet overvågning af danskernes færden på internettet. af økonomiske grunde blev den i sidste uge droppet, selv om justitsminister søren pind ikke tidligere har efterladt nogen tvivl om, hvad han ønsker. prisværdigt manede ministeren i går til besindighed. men ud fra den herskende politiske logik, vil gårsdagens angreb formentlig gøre det nemmere at finde den mia. kr., det vil koste koste at indføre dette vidtgående og retssikkerhedsmæssigt stærkt bekymrende tiltag.",373.0,male
741,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"er ramush haradinaj krigsforbryder? jeg ved kun, at han i bogen dialogue with the commander ramush haradinaj bekræfter, at han har deltaget i væbnede sammenstød med serbisk militær og politi længe inden kosovo-krigen og selv bar sin døde bror tilbage over grænsen til albanien efter en sådan træfning. han var med til at sprænge et ammunitionsdepot i luften, han skaffede de fleste våben, også den håndgranat hans bror kastede ind på en serbisk politistation og dræbte fire.",17574.0,male
742,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"jeg frygter, at morteza ateyee vil komme til at dele skæbne med brødrene vahid og abolfazl, som før deres tvangshjemsendelse af deres psykolog blev vurderet til at være alvorligt angstprægede, skrøbelige og selvmordstruede. vahid, der siden hjemsendelsen blandt andet har boet som hjemløs under pol-e-sokhta-broen, hvor især heroinafhængige mænd opholder sig blandt skrald og menneskeafføring, meddelte knap tre måneder efter ankomsten til kabul den 29. juni, at hans 16-årige bror er død.",1075.0,male
743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"som olaf johansen påpeger, viser flere undersøgelser, at ikke mindst de ældre har klart formulerede behov i den retning. for en forhenværende travl kontorchef kan det være svært fra den ene dag til den anden at få havens røgt og pleje til at fylde det samme i tilværelsen som spændende sager og aktive medarbejdere.",27712.0,male
744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,det almindelige kaos,24377.0,male
745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"artiklen giver indtryk af, at patentmyndighederne har til opgave at vurdere relevansen af undersøgelserne. også dette er forkert. vi skal kontrollere dokumentationen for, at de 27 eu-lande har vurderet resultaterne og revideret markedsføringstilladelserne. selve undersøgelserne godkendes naturligvis af de lægemiddelfaglige myndigheder og de etiske komitéer.",13223.0,male
746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"med afsæt i den slovenske filosof slavoj ?i?ek kan man argumentere for, at vi i den offentlige debat er enormt glade for og optagede af, at diskutere den vold, som er subjektiv. den subjektive vold er den vold, som udøves af klart definerbare personer, og som helt åbenlyst forvolder skade på andre. det er f.eks. pædofile, dyremishandlere eller stein bagger. den subjektive vold er genstand for en enorm interesse og hidsig debat - som det for nyligt blev påpeget i et indlæg politiken, dyrker vi i overvældende stor stil forbryderiske personer, hvad der blandt andet bakkes op af den massive tilstrømning til diverse facebookgrupper, hvor der i fora fantaseres om at 'partere', 'skyde' eller på anden vis afstraffe navngivne syndere.",11646.0,male
747,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"samfundet er indtil dato indrettet efter det forhold at der kun findes to biologiske køn. desværre er vi nogle få, der ikke passer helt ind i disse kasser. nogle få ændringer fra det officielle danmark ville gøre vores liv nemmere og desuden være medvirkende til en større accept i samfundet. tænk blot på hvilken betydning loven om registreret partnerskab fra 1989 har haft for befolkningens forståelse for homoseksuelle.",15938.0,female
748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"	aswany havde en kort overgang troet på, at mursi var demokrat: »i dag ser jeg det anderledes,« sagde han. »de muslimske brødre handler som fascister. det er en fejltagelse, at vi har valgt dem til at lede landet. der er ingen undskyldninger for en person, der lader folk dræbe. det er præcis, hvad mursi lader ske i kairos gader. mubarak sidder i fængsel, fordi han var ansvarlig for forbrydelserne mod demonstranterne under tahrir-oprøret. men disse fyre i dag, de går fri for straf. jeg vil gå så vidt som at kalde gruppen omkring mursi for gangstere. det er ren al capone, som i gangsternes chicago. på et tidspunkt bliver denne bande fjernet fra magten. hvornår det sker, ved vi ikke.«",5676.0,male
749,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,energidialog,17723.0,male
750,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"men der er det håb knyttet til processen, at der sker forbedringer. og her har danmark hidtil spillet en rolle som et foregangsland. sammen med især de nordiske lande har vi vist en vej til styrkelse af børnekonventionen og en måde at takle udfordringerne på. dermed har vi været et forbillede og en drivkraft i udviklingen.",384.0,all male
751,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"på samme måde kan man savne en teologisk reflekteret islam, der er i stand til at se, at der indeholdt i glæden ved fra inderst til yderst at underlægge sig gud findes mere profane glædesformer - f.eks. glæden ved at skille sig ud, glæden ved at forarge, glæden ved at vække anstød osv. disse rørelser eller lystgevinster er alle selvfølgelige elementer i et moderne følelsesrepertoire, men de hører ligesom selv-klostergørelsen ikke hjemme i et traditionelt og næppe heller moderne muslimsk dyds- eller retskaffenhedskatalog.",12737.0,male
752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"*de reformistiske internationalister ser globaliseringen som en udfordring, hvor det gælder om at opbygge overnationale organisationer, der kan regulere markederne, således at nationalstaterne kan genvinde politiske handlemuligheder. i denne optik er overnationale organisationer en del af løsningen, selv om deres politikker kan være dårlige. disse er imidlertid resultater af politiske kampe og kan efterfølgende ændres ? men der er tale om en endeløs proces.",23645.0,male
753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"hvad drejer spillet sig om? om økonomi, om miljø, om energi og om sikkerhed.",15997.0,male
754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,leave this field blank ,10094.0,male
755,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4) man besidder evnen til at møde folk i øjenhøjde (gensidighed).,10237.0,male
756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pernille skipper er retsordfører for enhedslisten ,9091.0,female
757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"så meget kan man erkende blot ved abstrakt tænken og uden at bygge på historiens vidnesbyrd. og der er én ting til, som den abstrakte tænken kan sige os. med den kan vi indse, at der er en måde, hvorpå menneskene så at sige kan snyde sig til en rationalitet, som ikke er deres egen. nemlig, hvis religionen gør arbejdet for dem.",22134.0,male
758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"på højskolen mødes unge fra forskellige samfundsgrupper med forskellige livssyn og mangfoldige livshistorier. de unge gør brug af hinandens livserfaringer, og udvider deres måder at anskue og forstå sig selv og verden på. de bliver mere bevidste omkring deres egen person, de oplever nye sider og kvaliteter ved sig selv, pludselig kan de ting, de aldrig havde troet, de kunne, pludselig finder de interesse i noget, der før var dem ukendt eller ligegyldigt.",16921.0,female
759,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"langt de fleste sad isoleret i vestre fængsel, der reelt er et arresthus, hvor arrestanterne venter på deres endelige retssag. udover politi og advokat kan isolationsfangerne på vestre få besøg af fængselspræsten. han hedder jørgen worsaae rasmussen, og har siden 1970'erne, sammen med blandt andre psykiateren finn jørgensen kæmpet for at få isolationsfængsling helt afskaffet. jørgen worsaae, som formentlig er den, der kommer tættest på danske isolerede, oplever isolationen som ren og skær mishandling, har han flere gange offentligt tilkendegivet. og jørgen worsaae er ikke alene om at være kritisk.",28237.0,male
760,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"dertil kommer, at df's demokratiforståelse er problematisk. df er ganske vist ikke, som det fremtræder i dagens danmark, et fascistisk parti, som vi kender dem fra mellemkrigsårenes europa. det bekender sig til 'det danske demokrati', og det har ikke noget sa, som det sender ud i gaderne. det behøver det heller ikke med den magtposition og den medieforkælelse, som partiet allerede har opnået. df opfatter tydeligvis demokrati som et majoritetsvælde styret af df. der er ingen respekt for afvigende meninger og kritiske holdninger. df har krævet forskere afskediget fra deres stillinger og hele institutter nedlagt, fordi partiet ikke brød sig om de pågældende forskeres meninger, mens man omvendt har sikret bevillinger til personer og institutter, som man regner med kan levere forskningsresultater, der er skræddersyet til df-politikernes ideologiske formål. det har åbent antastet en tidligere højtstående pet-medarbejders ytringsfrihed og offentligt beklikket en forfatningseksperts kompetence, blot fordi de udtalte sig på tværs af partiets linje. søren esbersen har offentligt kritiseret tv-serier som matador, krøniken eller livvagterne, fordi de ikke passer ind i df's verdensanskuelse, og pia kjærsgaard vil have en anden og politisk styret kunst.",13145.0,male
761,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"timingen er ikke arbejdsmarkedskommissionens eneste svipser. de økonomiske realiteter, så vidt vi ved, handler om stor og vedvarende arbejdsløshed. i denne sammenhæng skaber det selvfølgelig ikke mere beskæftigelse, hvis man lukker efterlønsordningen ned eller svinger den økonomiske pisk over dagpengemodtagere, endsige hvis man presser mennesker med i forvejen begrænset arbejdsevne tilbage på arbejdsmarkedet. og uden øget beskæftigelse ingen væsentlig forbedring af de offentlige finanser.",13218.0,male
762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"ritt er i sin selvoptagede ihærdighed for at skabe sig et eftermæle i form af et monumentalt byggeri, desværre ikke ynkværdig. hun er snarere en dreven og farlig katastrofe for demokrati og sund byplanlægning. og sund fornuft.",17220.0,male
763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,markante landvindinger,13592.0,female
764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"måske var det her, knudsen stejlede, og frosten satte ind. den afmålte kulde i den officielle pressemeddelelse om chefskiftet og i lisbeth knudsens farvelmail til de lidt over 1.000 medarbejdere i koncernen er tydelig. der gik kun få måneder fra hendes loyalt begejstrede udtalelser om den nationale strategi til hendes isnende afstandtagen til ejernes hemmeligholdte udmøntning af samme strategi. på under et døgn forsvandt hun ud af den danske medieverden. men man skal ikke helt afskrive mediehavets flittigste og sejeste overlever. måske som topchef, men ikke som spiller.",1077.0,male
765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"	jeg vil ikke forsøge at lægge skjul på det åbenlyse: jeg synes, femern bælt-forbindelsen er et rigtig godt og visionært projekt og en stærk investering i fremtiden.",3944.0,male
766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"nuvel. alligevel tillader hougaard og overgård sig at udtale sig om virkeligheden i ældreplejen, og hvad der er godt og skidt her. de kommuner, der ifølge undersøgelsen får mest output ud af inputtet, bør de øvrige kommuner lære af, f.eks. ved at søge vejledning hos dem og overtage deres organiseringsformer. og de ?dårlige? kommuner får at vide, at de kan spare tilsammen 11.000 stillinger hos plejepersonalet, eller hver ottende ansat. hertil kommer yderligere besparelser på administrations- og servicepersonale.",19344.0,all male
767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"den egentlige anledning til ordningens justering er, at den eksplosive interesse for at installere solcelleanlæg på private hustage er ved at blive for dyr. »stakkels martin, han er ved at tømme statskassen,« som en ministerkollega for nylig sagde med henvisning til den favorable støtteordning.",7001.0,male
768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0," fra 9-10 ton pr. hoved til et-to ton er der stadig et stykke vej, hvis foghs omvendelse virkelig skal glæde om ikke himlen så dog alle de planter og dyr og da også mennesker, der ellers er truede af vores økonomiske vækst. som før eller siden må finde sine grænser, slog merkel fast i en tale i japan i slutningen af august i år.",16776.0,male
769,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,elitepenge er destruktive,12375.0,male
770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,soheil mohammadi er stud.jur. ,14455.0,male
771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"efter at tyskland i sidste uge anholdt tre marokkanere og sigtede dem for forsøg på at plante bomber på offentlige steder, indrømmede de tyske myndigheder, at over 200 tyske statsborgere har fået undervisning i stammeområderne, og at mange af dem er vendt tilbage til tyskland.",10083.0,male
772,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"og dog. det åbenlyse problem er jo, at kamerahavet gør det endnu sværere for især små og mellemstore mennesker at se noget af det, der foregår på scenen. i sidste ende er det et spørgsmål om noget så selvfølgeligt som at vise hensyn til, at også andre skal have en god koncertoplevelse. her er kameraerne og mobiltelefonerne en forseelse på linje med højlydt snak og overdreven fuldskab.",6931.0,male
773,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"symboler som klædningsstykker eller symbolske handlinger kan have ens udtryksformer, men forskelligartet vægt alt efter, hvilken betydning omverdenen lægger i dem.",10878.0,male
774,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"jeg ønsker en debat om folkeskolens rummelighed af potentielle lgbt-personer, og at dette kommer på dagsordenen på lars løkkes 360 graders eftersyn af folkeskolen.",12458.0,all male
775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"og vigtigere endnu: det er simpelthen rettidig omhu  for nu at citere den afdøde mimose  at man sparer penge om sommeren, hvor folk har bedre ting at tage sig til end tv. at sende en dyr produktion sankthansaften og nægte at afspille den nogensinde igen ville give et om muligt højere klageskrig, sikkert mere eller mindre fra de samme mennesker. dr sender flere timer på flere kanaler end nogensinde før for budgetter, der har været gennem et ubegribeligt antal sparerunder. så indimellem risikerer man altså at støde på et program, man har set før. men det er muligvis første gang, at ham manden i c5eren på sorø-egnen har chancen.",1210.0,male
776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"nancy frasers analyse fra venstrefløj er ikke mindre bekymrende for den svenske hegemoniske moralisme. for den klassiske venstrefløj var fattigdom en opfordring til sociale forandringer, og sociale forandringer måtte nødvendigvis indebære omfordeling af rigdom.",1072.0,male
777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"selvom det bliver nævnt i både trailer og inges intromonolog var 1864 ikke danmarks blodigste krig. der døde nemlig kun cirka 3000 danske soldater, hvor der for eksempel alene ved slaget i lund i 1676 døde omkring 6000. vores historiekomité er dog ikke de eneste, som har opsnappet den fejl. også internt i dr har den været vendt og dr dramachef piv bernth har i magasinet detektor måtte forsvaret markedsføringsknebet: »det er jo ikke nogen god tagline, hvis det var tilfældet, at sige den sjette blodigste krig. der er to forskellige måder at gøre det på. der er markedsføring og der er indhold, og det er to forskellige ting.« her kunne man måske pointere at inges højtlæsning af dagbog velsagtens må falde i den sidste kategori?",2840.0,female
778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"uddannelse i danmark er gratis, men det er også et af middelklassens privilegier, eftersom man ikke med su'en og uddannelsessystemet har formået at bryde den sociale arv. hvis man vil gøre op med den skævvridning, kræver det imidlertid mere gennemtænkte forandringer af støttesystemet, end der er lagt op til i s og sf's forslag. det fremstår som et populistisk angreb på en - relativt lille - gruppe, som de mener, deres vælgere kan blive forargede over.",11879.0,female
779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"modstanderne i debatten ønsker derimod at opretholde de strukturelle skel, der alt for længe har været en begrænsende præmis for statens støtte på musikområdet, og som tabuiserer enhver diskussion af hvordan pengene bedst bruges.",8745.0,male
780,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"det fornøjelige ved at have fået lejlighed til at anvende sin livskvote i nutiden er unægtelig nærværet af hele verden lige for næsen. stort og småt døgnet rundt. medierne sørger for leverancerne. det mindre fornøjelige er politikerne, der reagerer, som de mener, det tager sig bedst ud og træffer beslutninger derefter. dansk folkepartis håndtering af situationen er henrivende. df stemte trods partiets uvilje mod sværmeriske standpunkter uden egen næsetip i syne for at gribe ind i libyen. men df er, som deres udenrigspolitiske ordfører forsikrer: »utroligt urolige ved at blande os«. så er df dækket ind: de er med, men utroligt urolige. samtidig får ordføreren slået fast, at venstrefløjen er blevet »særdeles krigsliderlige«, fordi de vil forære oprørerne stinger-missiler til selvforsvar. df lader sandelig ikke gryden med småperfiditeter gå af kog i kampen om magten.",10104.0,male
781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0," det er først etbrud på det såkaldte ?armslængde-princip?, hvis",23795.0,male
782,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"her kan man passende snuppe nogle af de mange milliarder, som i dag i en lind strøm tilflyder snæver erhvervsrettet forskning, og flytte dem over til folkeligt forankrede projekter og eksperimenter rettet mod en bæredygtig omstilling af vores samfund. som det første kan man genetablere den grønne fond, der også blev nedlagt i 2001.",9936.0,male
783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0," i tjekkiet endte det med, at den gamle garde vandt - med en håndfuld ny-kapitalisters bistand",28220.0,male
784,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"ben ali, som tre gange blev 'valgt' og 'genvalgt' med over 90 procent af stemmerne, organiserede derfor sin egen 'opposition' for et syns skyld, alt imens han lod de hundredvis af modige mænd og kvinder, som satte sig til modværge imod en af regionens mest perverterede undertrykkelsesapparater, fængsle og tortere.",10640.0,male
785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"de har helt andre ideer om at opbygge samfundet med respekt for de martyrer, som døde i kampen, og med en ny moral som bygger på ideer om frihed, retfærdighed og kvindefrigørelse.",12638.0,all male
786,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"det er ikke utænkeligt, at man som lærer kan sætte ord på, hvordan eksempelvis ens børnesyn påvirker undervisningen. det kan også være, at man aktivt kan beslutte sig for at tænke og handle anderledes. men det er langt mere tvivlsomt, at man har så stor selvbeherskelse, at man kan styre sin adfærd i svære undervisnings- eller samarbejdssituationer karakteriseret af tidspres, svære følelser og krav om nærvær. så snart man har reflekteret og truffet en beslutning, selv på den baggrund, kan man holdes ansvarlig.",9847.0,female
787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"i grundlovsdebatten skal vi diskutere, hvordan vi sikrer os, at menneskets værdighed bliver ukrænkelig; staten skal respektere og beskytte den. udgangspunktet skal være, at staten er til for menneskene - og ikke omvendt, som man alt for tit får indtryk af. for at sikre kritikken og balancen mellem magtinstitutionerne er det afgørende at fastholde magtens tredeling.",26050.0,male
788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,lawrence pintak er direktør for kamal adham centret for elektronisk journalistik på kairos amerikanske universitet ,15553.0,male
789,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"hvorfor? fordi han helt bogstaveligt overskred sin maksimale ydeevne. der var blevet hældt noget i maskinen, som fik den til at køre hurtigere, end den kunne. og jo, dengang var det fantastisk, for det var historien om eneren, der sprængte sig vej gennem sine egne begrænsninger. men i dag har den historie mistet sin troværdighed. i dag står der epo i panden på den slags typer. vi så det forleden med ricardo ricco: vi vidste det, før han blev afsløret. han kørte simpelthen for hurtigt. ",15219.0,male
790,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"regeringens politik mod arbejdsløsheden svarer til, at man vil berømmes for, at man forhåbentligt inden for seks til syv år, i bedste fald, men sandsynligvis ikke, kan have held til at bekæmpe en merledighed, som man selv har skabt med sin egen udbudspolitik.",3563.0,male
791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,oversat af niels ivar larsen,6533.0,male
792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ikke desto mindre har problemet brug for opmærksomhed. for at vi kan forstå og forhindre problemerne med vold og kriminalitet i at opstå.,22810.0,female
793,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"det ville være næstekærligt af universitetsbestyrelsen at sende den bebyrdede hemmingsen på en tiltrængt, tidsubegrænset orlov.",10320.0,male
